Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Eco Score,Predicted Eco Score
HYUNDAI Sonata Hybrid,2.0,4.0,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MHYXV02.0E13,large car,7,45,51,47,9,Yes,60.42857142857143,60.41571428571436
HYUNDAI Sonata Hybrid Blue,2.0,4.0,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MHYXV02.0E13,large car,7,50,54,52,9,Yes,66.85714285714286,66.8571428571429
HYUNDAI Sonata Hybrid Blue,2.0,4.0,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MHYXV02.0E13,large car,7,50,54,52,9,Yes,66.85714285714286,66.8571428571429
JAGUAR I-PACE EV400,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,MJLXT00.0TZA,small SUV,10,80,72,76,10,Elite,76.0,76.0
JAGUAR I-PACE EV400,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,MJLXT00.0TZA,small SUV,10,80,72,76,10,Elite,76.0,76.0
KANDI K23 (254Ah),,,Auto-1,2WD,Electricity,CA,T3B0,Federal Tier 3 Bin 0,MSCAV0.00MDP,large car,10,99,92,96,10,Elite,96.0,96.0
KANDI K23 (254Ah),,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,MSCAV0.00MDP,large car,10,99,92,96,10,Elite,96.0,96.0
KANDI K23 (254Ah),,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,MSCAV0.00MDP,large car,10,99,92,96,10,Elite,96.0,96.0
KARMA GS-6 (21-inch wheels),1.5,3.0,Auto-1,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,MKALV01.5K12,small car,7,27/71,25/69,26,10,Yes,37.142857142857146,37.14285714285722
KARMA GS-6 (21-inch wheels),1.5,3.0,Auto-1,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,MKALV01.5K12,small car,7,27/71,25/69,26,10,Yes,37.142857142857146,37.14285714285722
KARMA GS-6 (22-inch wheels),1.5,3.0,Auto-1,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,MKALV01.5K12,small car,7,22/63,21/61,22,10,Yes,31.428571428571427,31.428571428571445
KARMA GS-6 (22-inch wheels),1.5,3.0,Auto-1,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,MKALV01.5K12,small car,7,22/63,21/61,22,10,Yes,31.428571428571427,31.428571428571445
KARMA Revero GT (21-inch wheels),1.5,3.0,Auto-1,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,MKALV01.5K12,small car,7,27/71,25/69,26,10,Yes,37.142857142857146,37.14285714285722
KARMA Revero GT (21-inch wheels),1.5,3.0,Auto-1,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,MKALV01.5K12,small car,7,27/71,25/69,26,10,Yes,37.142857142857146,37.14285714285722
KARMA Revero GT (22-inch wheels),1.5,3.0,Auto-1,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,MKALV01.5K12,small car,7,22/63,21/61,22,10,Yes,31.428571428571427,31.428571428571445
KARMA Revero GT (22-inch wheels),1.5,3.0,Auto-1,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,MKALV01.5K12,small car,7,22/63,21/61,22,10,Yes,31.428571428571427,31.428571428571445
KIA Forte,2.0,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MKMXV02.0CE3,midsize car,7,29,40,33,7,Yes,33.0,33.0
KIA Forte,2.0,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MKMXV02.0CE3,midsize car,7,29,40,33,7,Yes,33.0,33.0
KIA Niro,1.6,4.0,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MKMXV01.6L13,station wagon,7,51,46,49,9,Yes,63.0,63.0
KIA Niro,1.6,4.0,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MKMXV01.6L13,station wagon,7,51,46,49,9,Yes,63.0,63.0
KIA Niro Electric,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,MKMXV00.0L31,station wagon,10,123,102,112,10,Elite,112.0,112.0
KIA Niro Electric,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,MKMXV00.0L31,station wagon,10,123,102,112,10,Elite,112.0,112.0
KIA Niro FE,1.6,4.0,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MKMXV01.6L13,station wagon,7,53,48,50,9,Yes,64.28571428571429,64.2857142857144
KIA Niro FE,1.6,4.0,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MKMXV01.6L13,station wagon,7,53,48,50,9,Yes,64.28571428571429,64.2857142857144
KIA Niro Plug-in Hybrid,1.6,4.0,AMS-6,2WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,MKMXV01.6L2T,station wagon,7,48/110,44/99,46,10,Yes,65.71428571428571,65.62428571428559
KIA Niro Plug-in Hybrid,1.6,4.0,AMS-6,2WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,MKMXV01.6L2T,station wagon,7,48/110,44/99,46,10,Yes,65.71428571428571,65.62428571428559
KIA Niro Touring,1.6,4.0,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MKMXV01.6L13,station wagon,7,46,40,43,9,Yes,55.285714285714285,55.24285714285721
KIA Niro Touring,1.6,4.0,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MKMXV01.6L13,station wagon,7,46,40,43,9,Yes,55.285714285714285,55.24285714285721
KIA Sorento Hybrid,1.6,4.0,AMS-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MKMXV01.6J13,small SUV,7,39,35,37,8,Yes,42.285714285714285,42.285714285714256
KIA Sorento Hybrid,1.6,4.0,AMS-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MKMXV01.6J13,small SUV,7,39,35,37,8,Yes,42.285714285714285,42.285714285714256
KIA Soul Eco dynamics,2.0,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MKMXV02.0BE3,station wagon,7,29,35,31,7,Yes,31.0,31.0
KIA Soul Eco dynamics,2.0,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MKMXV02.0BE3,station wagon,7,29,35,31,7,Yes,31.0,31.0
KIA Soul Electric,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,MKMXV00.0B31,station wagon,10,127,101,114,10,Elite,114.0,114.0
KIA Soul Electric,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,MKMXV00.0B31,station wagon,10,127,101,114,10,Elite,114.0,114.0
LAND ROVER Range Rover PHEV,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,MJLXT02.0PTW,standard SUV,7,18/42,21/42,19,7,Yes,19.0,18.95
LAND ROVER Range Rover PHEV,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,MJLXT02.0PTW,standard SUV,7,18/42,21/42,19,7,Yes,19.0,18.95
LAND ROVER Range Rover Sport PHEV,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,MJLXT02.0PTW,standard SUV,7,18/42,21/42,19,7,Yes,19.0,18.95
LAND ROVER Range Rover Sport PHEV,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,MJLXT02.0PTW,standard SUV,7,18/42,21/42,19,7,Yes,19.0,18.95
LEXUS ES 300h,2.5,4.0,SCV-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MTYXV02.5P33,midsize car,7,43,44,44,9,Yes,56.57142857142857,56.571428571428505
LEXUS ES 300h,2.5,4.0,SCV-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MTYXV02.5P33,midsize car,7,43,44,44,9,Yes,56.57142857142857,56.571428571428505
LEXUS NX 300h,2.5,4.0,SCV-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MTYXT02.5P3M,small SUV,7,33,30,31,7,Yes,31.0,31.0
LEXUS NX 300h,2.5,4.0,SCV-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MTYXT02.5P3M,small SUV,7,33,30,31,7,Yes,31.0,31.0
LEXUS UX 200,2.0,4.0,SCV-10,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,MTYXV02.0N4A,midsize car,6,29,37,32,7,Yes,37.333333333333336,37.333333333333385
LEXUS UX 200,2.0,4.0,SCV-10,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,MTYXV02.0N4A,midsize car,6,29,37,32,7,Yes,37.333333333333336,37.333333333333385
LEXUS UX 250h,2.0,4.0,SCV-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MTYXV02.0P3B,small car,7,43,41,42,8,Yes,48.0,48.0
LEXUS UX 250h,2.0,4.0,SCV-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MTYXV02.0P3B,small car,7,43,41,42,8,Yes,48.0,48.0
LEXUS UX 250h,2.0,4.0,SCV-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MTYXV02.0P3B,small car,7,41,38,39,8,Yes,44.57142857142857,44.57142857142853
LEXUS UX 250h,2.0,4.0,SCV-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MTYXV02.0P3B,small car,7,41,38,39,8,Yes,44.57142857142857,44.57142857142853
LINCOLN Aviator PHEV,3.0,6.0,SemiAuto-10,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,MFMXT03.03P1,standard SUV,7,22/54,25/58,23,9,Yes,29.571428571428573,29.571428571428566
LINCOLN Aviator PHEV,3.0,6.0,SemiAuto-10,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,MFMXT03.03P1,standard SUV,7,22/54,25/58,23,9,Yes,29.571428571428573,29.571428571428566
LINCOLN Corsair PHEV,2.5,4.0,CVT,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,MFMXT02.53CE,small SUV,7,34/83,32/72,33,10,Yes,47.142857142857146,47.14285714285718
LINCOLN Corsair PHEV,2.5,4.0,CVT,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,MFMXT02.53CE,small SUV,7,34/83,32/72,33,10,Yes,47.142857142857146,47.14285714285718
MAZDA 3,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MTKXV02.0CDB,small car,7,28,36,31,7,Yes,31.0,31.0
MAZDA 3,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MTKXV02.0CDB,small car,7,28,36,31,7,Yes,31.0,31.0
MAZDA CX-3,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MTKXV02.5CDA,small car,7,29,34,31,7,Yes,31.0,31.0
MAZDA CX-3,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MTKXV02.5CDA,small car,7,29,34,31,7,Yes,31.0,31.0
MINI Cooper Convertible,1.5,3.0,AMS-7,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MBMXV01.5B36,small car,7,28,37,31,7,Yes,31.0,31.0
MINI Cooper Convertible,1.5,3.0,AMS-7,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MBMXV01.5B36,small car,7,28,37,31,7,Yes,31.0,31.0
MINI Cooper Hardtop,1.5,3.0,AMS-7,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MBMXV01.5B36,small car,7,28,37,31,7,Yes,31.0,31.0
MINI Cooper Hardtop,1.5,3.0,AMS-7,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MBMXV01.5B36,small car,7,28,37,31,7,Yes,31.0,31.0
MINI Cooper SE Hardtop,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,MBMXV00.0F5B,small car,10,115,100,108,10,Elite,108.0,107.98
MINI Cooper SE Hardtop,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,MBMXV00.0F5B,small car,10,115,100,108,10,Elite,108.0,107.98
MITSUBISHI Outlander PHEV,2.4,4.0,Auto-1,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,MMTXT02.4H3M,small SUV,7,26/76,26/71,26,10,Yes,37.142857142857146,37.14285714285722
MITSUBISHI Outlander PHEV,2.4,4.0,Auto-1,4WD,Gasoline/Electricity,FA,T3B30,Federal Tier 3 Bin 30,MMTXT02.4H3M,small SUV,7,26/76,26/71,26,10,Yes,37.142857142857146,37.14285714285722
NISSAN Altima,2.5,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MNSXV02.5RPB,midsize car,7,28,39,32,7,Yes,32.0,32.0
NISSAN Altima,2.5,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MNSXV02.5RPB,midsize car,7,28,39,32,7,Yes,32.0,32.0
NISSAN Altima SR,2.5,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MNSXV02.5RPB,midsize car,7,27,37,31,7,Yes,31.0,31.0
NISSAN Altima SR,2.5,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MNSXV02.5RPB,midsize car,7,27,37,31,7,Yes,31.0,31.0
NISSAN Altima SV/SL,2.5,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MNSXV02.5RPB,midsize car,7,27,37,31,7,Yes,31.0,31.0
NISSAN Altima SV/SL,2.5,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MNSXV02.5RPB,midsize car,7,27,37,31,7,Yes,31.0,31.0
NISSAN Kicks,1.6,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MNSXV01.6RNA,midsize car,7,31,36,33,7,Yes,33.0,33.0
NISSAN Kicks,1.6,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MNSXV01.6RNA,midsize car,7,31,36,33,7,Yes,33.0,33.0
NISSAN Leaf,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,MNSXV0000TL2,midsize car,10,123,99,111,10,Elite,111.0,111.0
NISSAN Leaf,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,MNSXV0000TL2,midsize car,10,123,99,111,10,Elite,111.0,111.0
NISSAN Leaf,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,MNSXV0000TS3,midsize car,10,118,97,108,10,Elite,108.0,107.98
NISSAN Leaf,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,MNSXV0000TS3,midsize car,10,118,97,108,10,Elite,108.0,107.98
NISSAN Leaf SV/SL,,,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,MNSXV0000TS3,midsize car,10,114,94,104,10,Elite,104.0,104.0
NISSAN Leaf SV/SL,,,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,MNSXV0000TS3,midsize car,10,114,94,104,10,Elite,104.0,104.0
NISSAN Rogue,1.5,3.0,SCV-8,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,MNSXT01.5A3A,small SUV,6,30,37,33,7,Yes,38.5,38.5
NISSAN Rogue,1.5,3.0,SCV-8,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,MNSXT01.5A3A,small SUV,6,30,37,33,7,Yes,38.5,38.5
NISSAN Rogue,1.5,3.0,SCV-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,MNSXT01.5A3A,small SUV,6,30,36,33,7,Yes,38.5,38.5
NISSAN Rogue,1.5,3.0,SCV-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,MNSXT01.5A3A,small SUV,6,30,36,33,7,Yes,38.5,38.5
NISSAN Rogue SL/Platinum,1.5,3.0,SCV-8,2WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,MNSXT01.5A3A,small SUV,6,30,36,32,7,Yes,37.333333333333336,37.333333333333385
NISSAN Rogue SL/Platinum,1.5,3.0,SCV-8,2WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,MNSXT01.5A3A,small SUV,6,30,36,32,7,Yes,37.333333333333336,37.333333333333385
NISSAN Rogue SL/Platinum,1.5,3.0,SCV-8,4WD,Gasoline,CA,L3ULEV50,California LEV-III ULEV50,MNSXT01.5A3A,small SUV,6,29,35,32,7,Yes,37.333333333333336,37.333333333333385
NISSAN Rogue SL/Platinum,1.5,3.0,SCV-8,4WD,Gasoline,FA,T3B50,Federal Tier 3 Bin 50,MNSXT01.5A3A,small SUV,6,29,35,32,7,Yes,37.333333333333336,37.333333333333385
NISSAN Sentra,2.0,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MNSXV02.0RMA,midsize car,7,29,39,33,7,Yes,33.0,33.0
NISSAN Sentra,2.0,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MNSXV02.0RMA,midsize car,7,29,39,33,7,Yes,33.0,33.0
NISSAN Sentra,2.0,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MNSXV02.0RMB,midsize car,7,29,39,33,7,Yes,33.0,33.0
NISSAN Sentra,2.0,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MNSXV02.0RMB,midsize car,7,29,39,33,7,Yes,33.0,33.0
NISSAN Sentra SR,2.0,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MNSXV02.0RMA,midsize car,7,28,37,32,7,Yes,32.0,32.0
NISSAN Sentra SR,2.0,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MNSXV02.0RMA,midsize car,7,28,37,32,7,Yes,32.0,32.0
NISSAN Sentra SR,2.0,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MNSXV02.0RMB,midsize car,7,28,37,32,7,Yes,32.0,32.0
NISSAN Sentra SR,2.0,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MNSXV02.0RMB,midsize car,7,28,37,32,7,Yes,32.0,32.0
NISSAN Versa,1.6,4.0,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MNSXV01.6RNA,small car,7,32,40,35,7,Yes,35.0,35.0
NISSAN Versa,1.6,4.0,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,MNSXV01.6RNA,small car,7,32,40,35,7,Yes,35.0,35.0
POLESTAR 2,,,Auto-1,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,MVVXV00.0Z0A,midsize car,10,96,88,92,10,Elite,92.0,92.0
POLESTAR 2,,,Auto-1,4WD,Electricity,CA,ZEV,California ZEV,MVVXV00.0Z0A,midsize car,10,96,88,92,10,Elite,92.0,92.0
PORSCHE Taycan 4 Cross Turismo,,,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,MPRXV00.0EVT,midsize car,10,76,77,76,10,Elite,76.0,76.0
PORSCHE Taycan 4 Cross Turismo,,,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,MPRXV00.0EVT,midsize car,10,76,77,76,10,Elite,76.0,76.0
PORSCHE Taycan 4S Cross Turismo,,,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,MPRXV00.0EVT,midsize car,10,75,75,75,10,Elite,75.0,75.0
PORSCHE Taycan 4S Cross Turismo,,,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,MPRXV00.0EVT,midsize car,10,75,75,75,10,Elite,75.0,75.0
PORSCHE Taycan 4S Perf Battery,,,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,MPRXV00.0EVT,large car,10,79,80,79,10,Elite,79.0,79.0
PORSCHE Taycan 4S Perf Battery,,,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,MPRXV00.0EVT,large car,10,79,80,79,10,Elite,79.0,79.0
PORSCHE Taycan 4S Perf Battery Plus,,,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,MPRXV00.0EVT,large car,10,75,81,77,10,Elite,77.0,77.0
PORSCHE Taycan 4S Perf Battery Plus,,,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,MPRXV00.0EVT,large car,10,75,81,77,10,Elite,77.0,77.0
PORSCHE Taycan Perf Battery,,,Auto-2,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,MPRXV00.0EVT,small car,10,76,84,79,10,Elite,79.0,79.0
PORSCHE Taycan Perf Battery,,,Auto-2,2WD,Electricity,CA,ZEV,California ZEV,MPRXV00.0EVT,small car,10,76,84,79,10,Elite,79.0,79.0
PORSCHE Taycan Perf Battery Plus,,,Auto-2,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,MPRXV00.0EVT,small car,10,71,80,75,10,Elite,75.0,75.0
PORSCHE Taycan Perf Battery Plus,,,Auto-2,2WD,Electricity,CA,ZEV,California ZEV,MPRXV00.0EVT,small car,10,71,80,75,10,Elite,75.0,75.0
PORSCHE Taycan Turbo,,,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,MPRXV00.0EVT,large car,10,71,75,73,10,Elite,73.0,73.0
PORSCHE Taycan Turbo,,,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,MPRXV00.0EVT,large car,10,71,75,73,10,Elite,73.0,73.0
PORSCHE Taycan Turbo Cross Turismo,,,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,MPRXV00.0EVT,midsize car,10,72,72,72,10,Elite,72.0,72.0
PORSCHE Taycan Turbo Cross Turismo,,,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,MPRXV00.0EVT,midsize car,10,72,72,72,10,Elite,72.0,72.0
PORSCHE Taycan Turbo S,,,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,MPRXV00.0EVT,large car,10,69,71,70,10,Elite,70.0,70.0
PORSCHE Taycan Turbo S,,,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,MPRXV00.0EVT,large car,10,69,71,70,10,Elite,70.0,70.0
PORSCHE Taycan Turbo S Cross Turismo,,,Auto-2,4WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,MPRXV00.0EVT,midsize car,10,74,73,73,10,Elite,73.0,73.0
PORSCHE Taycan Turbo S Cross Turismo,,,Auto-2,4WD,Electricity,CA,ZEV,California ZEV,MPRXV00.0EVT,midsize car,10,74,73,73,10,Elite,73.0,73.0
SUBARU Crosstrek Hybrid,2.0,4.0,CVT,4WD,Gasoline/Electricity,CA,L3SULEV30,California LEV-III SULEV30,MFJXT02.0EVC,small SUV,7,36/99,35/80,35,10,Yes,50.0,50.0
SUBARU Crosstrek Hybrid,2.0,4.0,CVT,4WD,Gasoline/Electricity,FA,T3B50,Federal Tier 3 Bin 50,MFJXT02.0EVC,small SUV,6,36/99,35/80,35,10,Yes,58.333333333333336,56.266666666666644
SUBARU Impreza,2.0,4.0,SCV-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MFJXJ02.5BUY,midsize car,7,28,36,32,7,Yes,32.0,32.0
SUBARU Impreza,2.0,4.0,SCV-7,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,MFJXJ02.5BUY,station wagon,7,28,36,31,7,Yes,31.0,31.0
